username,url,view1,view2,view3,view4,view5,view6,view7,view8,view9,view10
shlaikova.elena,https://www.tiktok.com/@shlaikova.elena,0,0,0,0,0,0,0,0,0,0
luxe_magazine_swiss,https://www.tiktok.com/@luxe_magazine_swiss,0,0,0,0,0,0,0,0,0,0
elegancemajesty,https://www.tiktok.com/@elegancemajesty,0,0,0,0,0,0,0,0,0,0
gabriellachallis,https://www.tiktok.com/@gabriellachallis,0,0,0,0,0,0,0,0,0,0
quietluxury1,https://www.tiktok.com/@quietluxury1,0,0,0,0,0,0,0,0,0,0
latim9211,https://www.tiktok.com/@latim9211,0,0,0,0,0,0,0,0,0,0
ghost.project1,https://www.tiktok.com/@ghost.project1,0,0,0,0,0,0,0,0,0,0
depreccants,https://www.tiktok.com/@depreccants,0,0,0,0,0,0,0,0,0,0
askmestyle,https://www.tiktok.com/@askmestyle,0,0,0,0,0,0,0,0,0,0
contosrelatados.1,https://www.tiktok.com/@contosrelatados.1,0,0,0,0,0,0,0,0,0,0
fieemohson,https://www.tiktok.com/@fieemohson,0,0,0,0,0,0,0,0,0,0
alrasyidlettering,https://www.tiktok.com/@alrasyidlettering,0,0,0,0,0,0,0,0,0,0
daily.chyn,https://www.tiktok.com/@daily.chyn,0,0,0,0,0,0,0,0,0,0
ivybasmr,https://www.tiktok.com/@ivybasmr,0,0,0,0,0,0,0,0,0,0
angelagilsha.editz,https://www.tiktok.com/@angelagilsha.editz,0,0,0,0,0,0,0,0,0,0
faelmahathr_,https://www.tiktok.com/@faelmahathr_,0,0,0,0,0,0,0,0,0,0
yesplzasmr,https://www.tiktok.com/@yesplzasmr,0,0,0,0,0,0,0,0,0,0
rizkarosarini,https://www.tiktok.com/@rizkarosarini,0,0,0,0,0,0,0,0,0,0
theclwill,https://www.tiktok.com/@theclwill,0,0,0,0,0,0,0,0,0,0
vesso.ne,https://www.tiktok.com/@vesso.ne,0,0,0,0,0,0,0,0,0,0
maaliikzz,https://www.tiktok.com/@maaliikzz,0,0,0,0,0,0,0,0,0,0
