username,url,view1,view2,view3,view4,view5,view6,view7,view8,view9,view10
shagooox,https://www.tiktok.com/@shagooox,8003,4288,775,543,1370,592,480,518,604,616
lindley_martin,https://www.tiktok.com/@lindley_martin,1100000,111600,555900,1118,961,57200,707,1255,862,920
saraaperr,https://www.tiktok.com/@saraaperr,267600,546200,1200000,335,795,1152,87700,1207,902,6533
emma.marinej,https://www.tiktok.com/@emma.marinej,14100,15500,4085,419,496,506,649,9223,386,1173
usernattis,https://www.tiktok.com/@usernattis,227200,3400000,1400000,31300,143100,27700,168800,92800,343100,117500
richkidswhitemexican,https://www.tiktok.com/@richkidswhitemexican,16600,31300,117300,0,0,0,0,0,0,0
iloveeseagull,https://www.tiktok.com/@iloveeseagull,869,1202,3600,15600,651,1069,0,0,0,0
mayg0ld3n,https://www.tiktok.com/@mayg0ld3n,550000,4080,936,6561,1214,2331,575,357,1887,17200
cancerenergyc,https://www.tiktok.com/@cancerenergyc,901,3232,2006,1584,1727,1546,3003,936,3231,3742
fashionicons_xo,https://www.tiktok.com/@fashionicons_xo,20100,0,0,0,0,0,0,0,0,0
gioiasstyle,https://www.tiktok.com/@gioiasstyle,163,110,66,450,1214,3135,2004,844,1704,965
ariannabiliorsi,https://www.tiktok.com/@ariannabiliorsi,435300,291700,334300,652,8211,10200,1179,25500,44600,414900
amyycheah,https://www.tiktok.com/@amyycheah,984100,481800,24800,24100,43200,39800,16600,18300,24900,13700
chloe_vers,https://www.tiktok.com/@chloe_vers,4900000,8200000,158000,43700,55500,153500,129900,413800,61400,180200
amelieeviola,https://www.tiktok.com/@amelieeviola,24000,1133,1811,1189,1783,1080,865,467,864,6155
hannapannavattenkanna1,https://www.tiktok.com/@hannapannavattenkanna1,169500,804300,820300,76700,42300,52300,43800,20800,48200,50000
lotterosie,https://www.tiktok.com/@lotterosie,2400000,696400,1400000,4483,969,1772,1667,1225,1114,1320
tpwkmanou,https://www.tiktok.com/@tpwkmanou,1700000,1100000,7900000,3924,1046,5025,1393,5553,83500,1572
milaka2911,https://www.tiktok.com/@milaka2911,4941,1907,1130,1025,958,3278,1095,1229,1115,1300
yazmincastiillo,https://www.tiktok.com/@yazmincastiillo,16400,1687,1505,4130,1664,10400,8980,2039,1605,40500
elea.joelle,https://www.tiktok.com/@elea.joelle,1400000,1500000,227900,888,1213,1683,912,1288,1236,887
linneasieli,https://www.tiktok.com/@linneasieli,30500,98600,25400,497,503,379,477,423,404,375
ela.dh,https://www.tiktok.com/@ela.dh,1400000,819100,923700,3852,2016,37000,1578,106800,1255,4575
ameliekaufeisen,https://www.tiktok.com/@ameliekaufeisen,97200,21100,11500,95200,21500,43600,84200,101500,13300,19100
olivesloverxo,https://www.tiktok.com/@olivesloverxo,2600000,43900,576,733,678,2551,1170,701,698,804
ciarabranigan,https://www.tiktok.com/@ciarabranigan,1107,1927,5651,5700,10900,11100,4955,4654,23300,7100
perlacolortiffany,https://www.tiktok.com/@perlacolortiffany,438,2361,2029,66900,10800,34400,170200,1351,0,0
aimees.ipads,https://www.tiktok.com/@aimees.ipads,26600,1057,1265,2345,2096,1470,2135,1640,1456,2003
chloestyger1,https://www.tiktok.com/@chloestyger1,39600,89300,99500,14400,11800,86700,16700,285300,11100,111700
juliezeiler_,https://www.tiktok.com/@juliezeiler_,885600,4800000,5800000,3748,2417,1577,2707,2524,5142,2624
chantal_vds,https://www.tiktok.com/@chantal_vds,182500,64200,8600000,64700,1249,1072,1345,2152,84000,2304
i_l0ve.fashion,https://www.tiktok.com/@i_l0ve.fashion,3800000,332800,3500000,705,748,490,1231,460,1079,4554
selina_muc,https://www.tiktok.com/@selina_muc,869500,580500,579,611,4194,400,974,21000,3234,347
subduedofficial,https://www.tiktok.com/@subduedofficial,2574,8001,9802,10100,10900,7457,5461,11200,20100,17500
kvtxi,https://www.tiktok.com/@kvtxi,250600,182300,27900,41700,12000,45600,17100,150900,835100,121400
mocamaus,https://www.tiktok.com/@mocamaus,119100,493700,2000000,23200,14100,9352,15700,35700,706800,51600
lea.katharinaaaaaa,https://www.tiktok.com/@lea.katharinaaaaaa,38300,602,16300,360,601,588,395,390,697,462
paulaa_mfp,https://www.tiktok.com/@paulaa_mfp,31100,321500,8000000,38500,50300,123500,212000,190800,50800,48600
eellikym,https://www.tiktok.com/@eellikym,671600,937400,2000000,3934,9696,4775,3684,3619,2908,2289
lavinia.td,https://www.tiktok.com/@lavinia.td,562,749,873,1182,4787,3157,1499,1303,3491,1251
lifeismanifestingg,https://www.tiktok.com/@lifeismanifestingg,1700000,0,0,0,0,0,0,0,0,0
kontensejati1,https://www.tiktok.com/@kontensejati1,2600000,2146,115700,48000,302,107500,0,0,0,0
endlesssssssssssss_e,https://www.tiktok.com/@endlesssssssssssss_e,120400,285900,511600,67400,80100,114000,139600,140300,102100,122300
aryacuy7vibes2,https://www.tiktok.com/@aryacuy7vibes2,1900000,1900000,2700000,318,174600,6539,918300,19200,38600,3674
massdan25_,https://www.tiktok.com/@massdan25_,3073,15700,21700,75600,321700,36900,540000,708700,19800,124300
hannahx.britt1,https://www.tiktok.com/@hannahx.britt1,1000000,1305,1074,0,0,0,0,0,0,0
me_skyx1,https://www.tiktok.com/@me_skyx1,8000000,1100000,70800,1376,780,434,180,1106,375,15400
leesiyoung38,https://www.tiktok.com/@leesiyoung38,6300000,975200,1900000,3100000,30500000,19800000,1600000,9100000,31500000,1700000
kiang.ft.mate,https://www.tiktok.com/@kiang.ft.mate,930900,20900000,28100000,228500,9600000,961700,1000000,2700000,5500000,110900
2025.is.the.new.2020,https://www.tiktok.com/@2025.is.the.new.2020,682200,1534,1885,2842,41300,0,0,0,0,0
nostalgiethrowback,https://www.tiktok.com/@nostalgiethrowback,31000,249700,113400,1500000,4500000,2500000,289900,1800000,550600,2700000
karlijn002.6,https://www.tiktok.com/@karlijn002.6,239,294,289,225,341,164,454,349,238,196
lxryvs,https://www.tiktok.com/@lxryvs,34800,2800000,3885,5339,29600,763300,9547,13800,8695,3229
ammar24xx,https://www.tiktok.com/@ammar24xx,45000000,19800000,31000000,11500000,36600,29500,9800000,39900,27200,24100
gusta5079,https://www.tiktok.com/@gusta5079,28100,67300,6000,1396,414,1331,1224,766,771,561
fens.dhotdesign7,https://www.tiktok.com/@fens.dhotdesign7,7315,72,64,63,120,132,94,312,352,282
tony.berry,https://www.tiktok.com/@tony.berry,18100000,164900,199900,46200,649400,182300,2000000,255000,12700,14400
julianna_claire,https://www.tiktok.com/@julianna_claire,1200000,10000000,16900000,57200,909000,183000,358900,209900,2600000,263600
oneilxcc,https://www.tiktok.com/@oneilxcc,2100000,7200000,2300000,5672,69200,6147,454,822,914,49300
lanzz.28,https://www.tiktok.com/@lanzz.28,3600000,4600000,5300000,2359,8559,56000,2100000,10300,10700,445200
trihoof,https://www.tiktok.com/@trihoof,341200,410600,267700,137000,162300,16400,35200,34900,180000,22600
ramaddhann_2024,https://www.tiktok.com/@ramaddhann_2024,10200000,18000000,4900000,178800,34500,23600,12400,12200,19200,126300
euro2024,https://www.tiktok.com/@euro2024,54700000,50100000,79700000,52500,27900,812200,455000,561400,136000,196300
minleemusic,https://www.tiktok.com/@minleemusic,24800000,393400,221400,16800,3300000,10900000,413900,486800,391100,940900
hafiz_storys,https://www.tiktok.com/@hafiz_storys,14400000,895600,12700,1642,1447,2761,6882,1092,36400,5249
jerrythehatt,https://www.tiktok.com/@jerrythehatt,267600,46500,150500,2338,17300,1345,1200000,2057,5845,1467
nxrmusic,https://www.tiktok.com/@nxrmusic,3600000,1400000,742700,1279,5633,7900,55100,36800,2804,6872
saadshahzad1,https://www.tiktok.com/@saadshahzad1,1700000,8000000,207000,6226,695,1036,789,1362,1495,1928
heureuxlip,https://www.tiktok.com/@heureuxlip,220500,3915,7127,8373,5218,36300,69100,20800,25600,26600
vhincent_editz5,https://www.tiktok.com/@vhincent_editz5,429300,1900000,3500000,1380,1550,95700,1793,2005,9021,104900
nald.lyrics20,https://www.tiktok.com/@nald.lyrics20,2900000,3000000,2500000,8,350,3321,3836,2004,1419,2182
cap_cut.editzz4,https://www.tiktok.com/@cap_cut.editzz4,1300,31300,14200000,292400,39400,864,9447,6616,835,2294
ratihh_sweetie,https://www.tiktok.com/@ratihh_sweetie,5645,275,97,59,235,261,100,173,230,269
world_explorer_2025,https://www.tiktok.com/@world_explorer_2025,14700,56700,92500,11100,9296,11200,16200,9228,7296,7894
peterliappas,https://www.tiktok.com/@peterliappas,4800000,10700000,14400000,5312,7929,1400000,34900,12700,12700,57800
nostalgia_official_01,https://www.tiktok.com/@nostalgia_official_01,19400000,529100,1911,6800000,5954,626300,13500,7800000,1500000,1100000
leventgeiger,https://www.tiktok.com/@leventgeiger,271000,4200000,39800000,253200,10700000,219800,616400,204100,374400,355900
dyyhvnly,https://www.tiktok.com/@dyyhvnly,7161,620,477,344,553,882,474,2716,571,981
robynne_veee,https://www.tiktok.com/@robynne_veee,374,379,354,769,344,680,360,334,745,697
blanmazutti,https://www.tiktok.com/@blanmazutti,5975,2611,2615,11,242,631,627,249,277,242
japinhaaaa02,https://www.tiktok.com/@japinhaaaa02,1784,786500,249100,295,374,456,338,399,499,533
antonia.khlr,https://www.tiktok.com/@antonia.khlr,120300,1500000,10000,653,527,1040,1956,697,1099,658
bm.cxzz,https://www.tiktok.com/@bm.cxzz,1700000,689,896,1123,1341,1389,978,1120,1740,927
ws_templates,https://www.tiktok.com/@ws_templates,6000000,8100000,4500000,11300,10800,26300,9605,13600,14900,68900
_rmd4n_,https://www.tiktok.com/@_rmd4n_,582100,48500,8600000,4794,1251,15800,464,1889,158,1812
mylea.life,https://www.tiktok.com/@mylea.life,858100,47300,23800,463,556,149,168,481,1423,2351
oiacat,https://www.tiktok.com/@oiacat,24200000,7600000,14500000,157900,21800,257900,690400,68700,70000,79600
npc81748,https://www.tiktok.com/@npc81748,2000000,0,0,0,0,0,0,0,0,0
tofu_ru1,https://www.tiktok.com/@tofu_ru1,38900,97000,1500000,335,152,998,332,352,543,114900
grimoryi,https://www.tiktok.com/@grimoryi,9700000,0,0,0,0,0,0,0,0,0
23deserotinina,https://www.tiktok.com/@23deserotinina,284,5301,14200000,5229,5401,2334,4750,0,0,0
memezar,https://www.tiktok.com/@memezar,78300000,28300000,58000000,8916,5638,64500,73300,38700,4356,17500
isaa._.088,https://www.tiktok.com/@isaa._.088,1300000,421500,1700000,261,339,1182,261,346,90,208
renzin_np7x,https://www.tiktok.com/@renzin_np7x,91200,12500,826500,194,119,297,220,248,694,246
kirkiimad,https://www.tiktok.com/@kirkiimad,5700000,4300000,5400000,114700,102300,32300,7804,54000,11700,210300
definitelydeft,https://www.tiktok.com/@definitelydeft,25500,144300,22300,865,9322,2420,773,3346,3207,56800
user16625829273728,https://www.tiktok.com/@user16625829273728,1077,2458,19900,4400000,205400,16700,32500,17800,0,0
tiktoklandia_off,https://www.tiktok.com/@tiktoklandia_off,273,227,809,155,172,479,197,228,309,468
yuh22.2.2021,https://www.tiktok.com/@yuh22.2.2021,875,1955,3830,955,678,711,9,667,3448,724
hawksrbx,https://www.tiktok.com/@hawksrbx,1900000,10100000,6000000,17200000,223400,377500,1800000,868700,662900,231000
blurrfilms,https://www.tiktok.com/@blurrfilms,36000,1500000,6600000,617700,423800,564800,1000000,592600,2300000,663300
xaviermemes2.0,https://www.tiktok.com/@xaviermemes2.0,6400000,2800000,4300000,64400,31800,44300,116400,19000,26300,22000
daily_meme02,https://www.tiktok.com/@daily_meme02,0,1481,1054,1117,1101,1239,1312,1172,1260,1
liei4247,https://www.tiktok.com/@liei4247,12,10,314,216,376,371,32,40,34,26
monja_animation,https://www.tiktok.com/@monja_animation,14700,2500000,3700000,19800,35900,13300,23000,26800,48300,17800
yaboitaio,https://www.tiktok.com/@yaboitaio,29400000,9900000,5200000,7493,2903,1744,11300,18100,197000,73600
yulivethisswurldbehid,https://www.tiktok.com/@yulivethisswurldbehid,1400000,386000,129400,438,451,1008,820,701,996,756
kitaisover,https://www.tiktok.com/@kitaisover,873600,42200,289400,386,489,111,391,628,457,290
luv_m1ch,https://www.tiktok.com/@luv_m1ch,52,46,32,63,37,78,79,296,282,231
skibiditrollface24,https://www.tiktok.com/@skibiditrollface24,22200,12400,8002,434,1284,573,402,654,473,1357
memeoftheyear404,https://www.tiktok.com/@memeoftheyear404,998,537,450300,784,252,294,402,553,63,1418
ne.kotaaaa,https://www.tiktok.com/@ne.kotaaaa,72700,5255,16700,21600,12000,7327,5044,4447,29500,719100
fanyoll_,https://www.tiktok.com/@fanyoll_,497,1785,1062,3537,113800,0,0,0,0,0
onlive.esports,https://www.tiktok.com/@onlive.esports,761100,2000000,2400000,1364,707,93000,4242,3622,3362,2840
calendario.de.memes.2023,https://www.tiktok.com/@calendario.de.memes.2023,27700,197700,6993,6248,5442,0,0,0,0,0
jh_sloth_art,https://www.tiktok.com/@jh_sloth_art,228800,1500000,1400000,1756,1367,2011,701,1876,4901,5488
gh0st_n,https://www.tiktok.com/@gh0st_n,1900000,2091,1940,4354,2559,52700,0,0,0,0
polare24italy,https://www.tiktok.com/@polare24italy,4600000,1100000,894000,657,682,618,621,937,1174,3676
br1nz4,https://www.tiktok.com/@br1nz4,315,952,487,213900,597,2744,782,1466,748,2521
duridx.12,https://www.tiktok.com/@duridx.12,374,512,536,6123,246,333,469,301,284,587
player222pleasestayalive,https://www.tiktok.com/@player222pleasestayalive,145,775,641,741,1089,1007,66,1085,32,35
kakakasas_001,https://www.tiktok.com/@kakakasas_001,1200,1026,2138,921,91700,2096,0,0,0,0
robbin_dabanks,https://www.tiktok.com/@robbin_dabanks,690400,572600,1224,6712,1090,3412,831,836,915,1134
tndngpnnong,https://www.tiktok.com/@tndngpnnong,922,3759,2860,1639,518,15200,2775,3352,3505,5514
norfolkfishing,https://www.tiktok.com/@norfolkfishing,720,713,1073,8379,1377,980,1113,9425,1050,963
theboss2992,https://www.tiktok.com/@theboss2992,4400000,1200000,1100000,586,500,322,470,450,991,4745
bryant4125,https://www.tiktok.com/@bryant4125,1952,402,929,866,874,879,183,846,539,1707
shooglebox,https://www.tiktok.com/@shooglebox,7272,35800,5511,181900,5056,28700,77300,10500,16600,783500
neonflash77,https://www.tiktok.com/@neonflash77,411700,318900,254900,5482,420300,733,764,1705,734,322
mugoanimations,https://www.tiktok.com/@mugoanimations,2717,917,1301,4018,657000,6274,5843,10100,1000000,323800
chronickel,https://www.tiktok.com/@chronickel,87,36,151,190,413,448,123,119,66,304
coops_fran,https://www.tiktok.com/@coops_fran,23,32,122,40,48,78,54,319,408,340
laughdawg,https://www.tiktok.com/@laughdawg,1900000,5351,5202,3882,2166,2534,2928,743200,0,0
caseyrosenberg,https://www.tiktok.com/@caseyrosenberg,13700,33900,28400,76300,37600,14800,208100,15400,22800,199700
peaboots,https://www.tiktok.com/@peaboots,28000,146,231,259,184,228,637,438,333,150
meme.of.theyear,https://www.tiktok.com/@meme.of.theyear,53,20,2202,2833,8631,12300,6980,2107,1854,5670
ronitomi6,https://www.tiktok.com/@ronitomi6,33200000,24200000,35000000,39500,176500,29200,51400,12400,12000,235600
yran_official,https://www.tiktok.com/@yran_official,661,793,668,5548,4697,4513,1076,15300,14800,1817
siraj1682,https://www.tiktok.com/@siraj1682,540100,6680,3058,3197,6186,11400,13700,14400,13800,6824
lihayk,https://www.tiktok.com/@lihayk,14600000,29200000,65100000,2525,8853,24500,3241,2988,32300,2258
itatijoss,https://www.tiktok.com/@itatijoss,9500000,7900000,9100000,10400,14300,4839,6232,7022,39700,47400
dydy561,https://www.tiktok.com/@dydy561,24500,22000,40200,70500,51200,49400,2900000,84100,44900,43200
flacapiegrande,https://www.tiktok.com/@flacapiegrande,518300,30200000,144800,108300,73600,49700,155600,1800000,40400,33100
yulius1535,https://www.tiktok.com/@yulius1535,21800000,5300000,12400000,262,371,279,363,407,483,3663
cosnay31,https://www.tiktok.com/@cosnay31,25000000,39800000,60700000,1207,5755,46200,41000,151100,3627,125100
roystarhumorrr,https://www.tiktok.com/@roystarhumorrr,9700000,6000000,11400000,33200,19500,14500,13500,13000,19800,22600
rbreall,https://www.tiktok.com/@rbreall,35200000,25300000,26200000,19400,169600,34700,1100000,1100000,220200,1600000
hodaicu.news,https://www.tiktok.com/@hodaicu.news,2900000,7200000,11900000,213600,146300,79600,98900,75700,69600,80700
risasaseguradas777,https://www.tiktok.com/@risasaseguradas777,29500000,23800000,31900000,53700,43300,278700,132300,10300000,240800,282100
funnyvideos0320,https://www.tiktok.com/@funnyvideos0320,16900,10100,48000,53200,87300,604000,89000,55600,38000,83700
heygermancho,https://www.tiktok.com/@heygermancho,316600,776100,282500,562200,222600,20000,404200,12600,11100,22600
black_777778,https://www.tiktok.com/@black_777778,3200000,3300000,91300000,362,709,638,1550,7022,37700,167800
alejandroch15,https://www.tiktok.com/@alejandroch15,12400000,13100000,5600000,1027,3947,3690,4382,4923,1100000,10500
rian.sagit,https://www.tiktok.com/@rian.sagit,22900000,17500000,24400000,331300,143000,389500,709400,510200,478800,359100
emagrecercomsaude10ok,https://www.tiktok.com/@emagrecercomsaude10ok,953,671,515,992,1259,1093,1041,1079,435,504
hacemos_humor_pasate,https://www.tiktok.com/@hacemos_humor_pasate,621,270,2866,2014,5076,4571,3519,15700,6058,9079
gaixinhtiktok157,https://www.tiktok.com/@gaixinhtiktok157,266800,2100000,759,660,86700,134300,16700,7786,6532,11300
laugh.everday88,https://www.tiktok.com/@laugh.everday88,1200000,193800,2900000,270100,198100,10800000,7200000,5200000,29800000,4100000
lenisalgado13,https://www.tiktok.com/@lenisalgado13,430,369,387,216,181,259,215,226,248,250
lagimenagomez,https://www.tiktok.com/@lagimenagomez,9500000,7200000,6900000,6315,42000,2939,2961,10100,351700,5685
hoangngocanhx,https://www.tiktok.com/@hoangngocanhx,14400000,19700000,10900000,1602,7215,7913,42800,121200,5253,17200
kralahmetx,https://www.tiktok.com/@kralahmetx,519,620,648,1065,1033,963,1291,1002,1283,1249
viralblitzrealm,https://www.tiktok.com/@viralblitzrealm,75200000,30900000,15000000,1490,2708,3555,1728,3253,3327,2149
langlieuofficial,https://www.tiktok.com/@langlieuofficial,10000000,12400000,2000000,1200000,902600,978500,662900,413900,366600,755400
boxtoxtvofficial,https://www.tiktok.com/@boxtoxtvofficial,80100000,42900000,68100000,29500,5549,52700,26300,805700,83200,219800
diana_rubi27,https://www.tiktok.com/@diana_rubi27,1100000,7500000,25400,67700,188800,68400,75100,447600,182300,58400
enriquece3097,https://www.tiktok.com/@enriquece3097,1600000,482100,22500000,344,22800,788000,229100,3479,1978,5112
yanetttt300,https://www.tiktok.com/@yanetttt300,292,345,1121,351,313,295,347,293,384,316
jangbaenam,https://www.tiktok.com/@jangbaenam,226200,257500,160300,801,347,1139,607,666,386,1090
nho...nho2,https://www.tiktok.com/@nho...nho2,61400,6516,1718,2136,3589,7358,3475,6101,1509,1376
irmaoseletronics1,https://www.tiktok.com/@irmaoseletronics1,1700000,5900000,4800000,13800,51000,20700,13900,37200,78700,78200
orzutiextra,https://www.tiktok.com/@orzutiextra,249700000,56600000,43500000,323000,66900,116800,319100,681700,4000000,3600000
ronaldvallez,https://www.tiktok.com/@ronaldvallez,6400000,48600000,49300000,798500,540100,5300000,2500000,806600,1200000,1000000
taihen833,https://www.tiktok.com/@taihen833,11500000,74400,4824,2432,8003,62700,26600,13400,2988,33900
seanbridontvoffical,https://www.tiktok.com/@seanbridontvoffical,45400000,17700,98400,27200,283500,12400,36500,40600,23300,43100
ladbible,https://www.tiktok.com/@ladbible,70900000,14100000,42400,161600,69600,522900,232100,1200000,105300,124300
martadelafuu,https://www.tiktok.com/@martadelafuu,12400,1058,1983,549,1493,9336,4748,915,2894,1294
funny.tiktok.cl,https://www.tiktok.com/@funny.tiktok.cl,22700000,17400000,11800000,486000,26100,15400,10800,767600,324200,5900000
mercuri_88,https://www.tiktok.com/@mercuri_88,145400000,129100000,71100000,472600,109000,93900,53800,44300,50600,193000
ading.agnes,https://www.tiktok.com/@ading.agnes,376,515,39,1034,367,145,224,244,370,243
officialnickkosir,https://www.tiktok.com/@officialnickkosir,181100000,38900000,46900000,48600,116600,400300,141900,55500,108900,1500000
jongmineyo,https://www.tiktok.com/@jongmineyo,28400000,48500000,44100000,14700,36400,8496,64600,37500,25200,1900000
shafu009,https://www.tiktok.com/@shafu009,2000000,69700000,87700000,61200,20600,24300,27500,12600,39000,29600
funny_tiktok526,https://www.tiktok.com/@funny_tiktok526,955600,2700000,618400,4800000,6700000,13400000,1000000,4300000,459200,12500
memes14344,https://www.tiktok.com/@memes14344,32200000,5900000,19800000,32600,21200,36700,722500,229900,95000,787500
forfunforfunny,https://www.tiktok.com/@forfunforfunny,1100000,13600000,8500000,1373,4269,5085,36100,14500,93000,21600
ggoingcouple,https://www.tiktok.com/@ggoingcouple,21200000,23400000,19300000,6405,56400,80700,7961,24600,27900,84800
funnny_for_you,https://www.tiktok.com/@funnny_for_you,18600,54600,48500,21300000,50100,91600,37900,30400,32300,19000
sabbir6846,https://www.tiktok.com/@sabbir6846,1560,2739,103300,120,130,168,184,157,431,211
dyceandce,https://www.tiktok.com/@dyceandce,4700000,48700000,89200000,17400,226400,1900000,1200000,2700000,2100000,3400000
alan_dowen,https://www.tiktok.com/@alan_dowen,3000000,4300000,5400000,4174,847,3200000,633,1265,780,733
d.h.t5,https://www.tiktok.com/@d.h.t5,14900,18100,40800,4475,35300,31700,23500,32800,62100,122100
433,https://www.tiktok.com/@433,0,0,0,0,0,0,0,0,0,0
nehh369,https://www.tiktok.com/@nehh369,115100,41700,52600,360,269,324,313,136,870,287
bachingongao,https://www.tiktok.com/@bachingongao,61700000,34200000,821500,286500,966100,313400,1300000,5000000,4900000,709900
babylovenoteeth,https://www.tiktok.com/@babylovenoteeth,46200000,61800000,109400,64000,44900,158900,85300,275300,388700,106700
itsnastynaz___,https://www.tiktok.com/@itsnastynaz___,303,1962,1854,1800,1937,2350,2617,1815,1846,3885
cook.with.carmen,https://www.tiktok.com/@cook.with.carmen,6858,6987,7607,5404,9807,4764,5193,3400,4882,3631
bestitemforyou,https://www.tiktok.com/@bestitemforyou,10300000,4600000,21700000,327,683,4667,959,202000,5549,1436
memesontheearth,https://www.tiktok.com/@memesontheearth,988000,83800,45800,10200000,1700000,774200,437200,385800,336300,290600
funny17th,https://www.tiktok.com/@funny17th,16200,16000,5633,5211,4709,4891,4510,4526,4103,5036
seanconleyy,https://www.tiktok.com/@seanconleyy,0,0,0,0,0,0,0,0,0,0
one.more.official,https://www.tiktok.com/@one.more.official,1100000,1200000,1100000,20300,13200,84200,37700,38500,69800,65300
funnyhoahung2703,https://www.tiktok.com/@funnyhoahung2703,1400000,4300000,11400000,70400,899500,96300,987700,108900,127900,1300000
comedian_zones,https://www.tiktok.com/@comedian_zones,23500000,12200000,6300000,4035,37900,20700,20000,50900,1000000,729400
uk_meme_,https://www.tiktok.com/@uk_meme_,16200000,15300000,17100000,18000,27200,21200,23800,49000,43900,45700
jomains_.life,https://www.tiktok.com/@jomains_.life,51800,4246,3659,20000,8563,3400000,86400,5664,143300,143000
morndy3,https://www.tiktok.com/@morndy3,13800000,17900000,8900000,2281,8939,3034,8605,1919,8188,3934
henrynash_,https://www.tiktok.com/@henrynash_,588,11900,14200,12600,1400000,855300,14600,5600000,10800,43000
unshorts_1122,https://www.tiktok.com/@unshorts_1122,196900,121900,106900,73100,244200,112700,2700000,104800,61000,40200
ali.raza.11,https://www.tiktok.com/@ali.raza.11,1956,215700,80500,105900,143500,542500,82900,169500,162100,65400
spurz_4life,https://www.tiktok.com/@spurz_4life,8300000,1849,1791,11400,62800,0,0,0,0,0
kinhslyear,https://www.tiktok.com/@kinhslyear,1100000,199200,735700,528600,716800,239300,651600,35300000,166300,156600
skipsda,https://www.tiktok.com/@skipsda,36800,12300,5854,5621,3295,4541,2481,6522,8565,8536
memesontheearth_04,https://www.tiktok.com/@memesontheearth_04,50100,208500,62200,48600,587100,34700,24400,22200,306500,339100
golden_tv89,https://www.tiktok.com/@golden_tv89,2983,3645,12200,5302,4638,2749,4849,2701,2026,5908
silly.s.ktiktok_officia0,https://www.tiktok.com/@silly.s.ktiktok_officia0,3160,10100,9462,22200,10600,180000,28400,34800,21500,40000
igreenscreenthings,https://www.tiktok.com/@igreenscreenthings,34800000,33800000,23900000,2402,2476,4772,1401,3698,3406,9588
estcrew,https://www.tiktok.com/@estcrew,3200000,3000000,22200,15300,12500,4191,9468,181300,17500,25200
depzaivocungtan5,https://www.tiktok.com/@depzaivocungtan5,95,298,189,160,123,189,56,399,3775,847
capcuttemplates1105,https://www.tiktok.com/@capcuttemplates1105,36500,98900,5889,16300,9551,78600,104300,141400,1500000,7929
sadvibes_0990,https://www.tiktok.com/@sadvibes_0990,4800000,1600000,699,726,641,806,1091,1280,1983,18700
b.ajahh,https://www.tiktok.com/@b.ajahh,39500000,30900000,19700,1100000,727800,6000000,114900,19200,1900000,18600
ssuleim,https://www.tiktok.com/@ssuleim,23500,49300,37400,59700,28600,13500,14200,72900,28000,110400
dmdod09,https://www.tiktok.com/@dmdod09,5951,25700,195,2346,1709,1753,224700,9000,1100000,12800
alpynnn,https://www.tiktok.com/@alpynnn,59800,584300,212400,4028,91600,143200,141300,130800,183900,99800
pkingslayerofficial,https://www.tiktok.com/@pkingslayerofficial,35000,4200000,6454,397,596,2101,2158,1340,1512,1333
juventus,https://www.tiktok.com/@juventus,12800000,12400000,4300000,272000,221800,197000,295900,700600,3600000,2600000
13doctorwhoo,https://www.tiktok.com/@13doctorwhoo,541500,830800,1700000,56400,398500,202300,290400,108500,253800,137800
minhquando87,https://www.tiktok.com/@minhquando87,2500000,1700000,2100000,722,3447,72100,3264,9181,4373,3689
funnyfunding,https://www.tiktok.com/@funnyfunding,1500000,17700000,374200000,3053,9884,9362,7966,6612,4876,5941
lokimall.vn,https://www.tiktok.com/@lokimall.vn,3300000,5788,8245,564,206,309,172,153,184,238
poud1e,https://www.tiktok.com/@poud1e,4100000,4100000,4300000,1429,188500,101500,2100000,697300,1900000,398000
selina__989,https://www.tiktok.com/@selina__989,34700,3500000,87300,2900000,1100000,3100000,1500000,966700,877700,1100000
atleticodemadrid,https://www.tiktok.com/@atleticodemadrid,15200000,366400000,138400,32600,72800,175200,40900,1000000,1900000,1900000
prettypink.bow,https://www.tiktok.com/@prettypink.bow,4200000,1300000,468100,1350,545,7117,69000,14100,762,4391
kianw.27,https://www.tiktok.com/@kianw.27,85600,44700,5300000,324,378,274,8837,959,621,764
kind.boyz,https://www.tiktok.com/@kind.boyz,769,1281,2060,161000,21700,7187,102800,36300,67800,8190
memechill_05,https://www.tiktok.com/@memechill_05,61400000,29600000,13500000,668,1307,1600,2334,3262,4944,2539
flop_boojaina_,https://www.tiktok.com/@flop_boojaina_,4600000,10100000,1300000,305,175,1383,2024,415,888,462
loonymemes,https://www.tiktok.com/@loonymemes,17100000,27800000,1460,3030,1044,1056,3565,1786,1988,4970
huutien0212,https://www.tiktok.com/@huutien0212,11600000,4413,862,1239,2388,856,1193,3875,3904,1194
rell_zax,https://www.tiktok.com/@rell_zax,23600000,1991,2500000,486,591,423,507,466,439,404
nutshellanimations,https://www.tiktok.com/@nutshellanimations,3300000,1700000,4000000,218400,155500,872300,4400000,377100,311900,1500000
best_meme66,https://www.tiktok.com/@best_meme66,799,1015,653,392,498,797,500,3653,488,59500
bob_memes_post,https://www.tiktok.com/@bob_memes_post,2700000,5900000,3400000,1019,1315,565,894,1608,16500,1066
zuri_695,https://www.tiktok.com/@zuri_695,742,2432,723900,514,391,386,428,4065,478,797
wrizzposts69,https://www.tiktok.com/@wrizzposts69,1300000,31300000,1187,1063,1180,1025,946,838,593,914
