username,url,view1,view2,view3,view4,view5,view6,view7,view8,view9,view10
giaxalyse,https://www.tiktok.com/@giaxalyse,1300000,261100,2400000,1043,104800,7411,74000,4340,45500,10900
rachael_h99,https://www.tiktok.com/@rachael_h99,25700,171500,4800000,1280,8111,10300,11000,4956,14200,8285
jenniequeenx,https://www.tiktok.com/@jenniequeenx,38300,39700,672500,1000000,101800,754800,13600000,182600,22100,52500
workoutsbychristina,https://www.tiktok.com/@workoutsbychristina,14700,55700,51700,47900,73300,28000,373800,87000,49000,29000
kelseymaggott,https://www.tiktok.com/@kelseymaggott,1907,2836,8201,7918,8580,9077,9812,9749,1300000,19300
elis___stone,https://www.tiktok.com/@elis___stone,187900,3700000,59500000,6411,4225,4085,3098,3209,2407,3597
safetykeychainsa,https://www.tiktok.com/@safetykeychainsa,1300000,426400,2700000,49900,3120,16600,3629,4626,30000,8725
kallmekris,https://www.tiktok.com/@kallmekris,221500,918500,971800,1500000,180200,1200000,618100,5500000,1500000,2500000
bellareighshaw,https://www.tiktok.com/@bellareighshaw,3017,2296,2098,1888,1940,2756,1910,6199,4699,6350
megancahalan,https://www.tiktok.com/@megancahalan,168,148,151,274,356,324,367,438,591,537
feelgoodforgirls,https://www.tiktok.com/@feelgoodforgirls,21700,20600,18600,672000,16600,0,0,0,0,0
donnna_art,https://www.tiktok.com/@donnna_art,53700000,169300000,101100000,228,4967,66900,44900,244800,406100,42200
ideatimes,https://www.tiktok.com/@ideatimes,20400000,118600000,116900000,56300,42500,22400,27900,461700,569700,285700
djejekphgjy,https://www.tiktok.com/@djejekphgjy,218600,301400,820,984,3612,40600,33600,272200,19200,33500
._._.____girls._.__,https://www.tiktok.com/@._._.____girls._.__,10600,211400,0,0,0,0,0,0,0,0
_fransexy,https://www.tiktok.com/@_fransexy,681900,301,299,405,292,283,401,977,347,391
mikaylamatthews,https://www.tiktok.com/@mikaylamatthews,5300000,356800,1200000,1200000,447600,341200,596100,414800,1200000,1900000
ddalqiwee,https://www.tiktok.com/@ddalqiwee,88300,172100,71400,404100,251900,148800,163100,383300,54500,496000
itsaieee,https://www.tiktok.com/@itsaieee,9619,9314,665600,193,550,778,409,452,394,574
aestheticideas29,https://www.tiktok.com/@aestheticideas29,9400000,1500000,859300,60800,4645,49200,4872,1200000,92000,47200
mustyfortheladies,https://www.tiktok.com/@mustyfortheladies,3043,7716,27200,2646,7269,1815,3491,13600,13100,3775
yourdreamgirl_6,https://www.tiktok.com/@yourdreamgirl_6,1800000,11300000,4000000,1184,3111,4975,4145,96800,30500,33800
puysvsz,https://www.tiktok.com/@puysvsz,40400,41700,41400,46400,46500,58700,58400,54300,42900,34000
prophet868,https://www.tiktok.com/@prophet868,527,1288,700,2225,1322,2852,2937,2793,3633,8943
bymaxandchanel,https://www.tiktok.com/@bymaxandchanel,8900000,6300000,592900,2309,3153,3545,2114,7539,8054,3373
accformygirlsx,https://www.tiktok.com/@accformygirlsx,740,1008,890,1491,0,0,0,0,0,0
eclipse.cxz,https://www.tiktok.com/@eclipse.cxz,417000,263100,433900,140,570,247,171,193,745,237
okokveronica,https://www.tiktok.com/@okokveronica,9365,16200,20900,21800,22800,16400,76000,94800,33000,230500
thekapelariz,https://www.tiktok.com/@thekapelariz,25900000,60700000,12100000,26800,287500,89000,77200,81700,2200000,95400
ai_lookbook_27,https://www.tiktok.com/@ai_lookbook_27,14700000,201300,416600,204500,214100,3500000,91600,65700,75000,64900
savannahraedemers,https://www.tiktok.com/@savannahraedemers,141900,4100000,4600000,16300,318100,132500,53500,49900,161300,291300
_.spotify._.sounds._1,https://www.tiktok.com/@_.spotify._.sounds._1,15200,710300,6365,1145,2643,27900,11000,7618,1783,12200
soothingstitch_,https://www.tiktok.com/@soothingstitch_,1200000,7400000,8200000,8473,10800,8606,7980,6082,8028,6834
fypsedit,https://www.tiktok.com/@fypsedit,671500,3100000,1278,14800,61500,19700,4402,5075,6128,6024
good.girlsec,https://www.tiktok.com/@good.girlsec,24000,925,1908,7269,12100,9822,72200,542800,12300,12400
verified_floptropican666,https://www.tiktok.com/@verified_floptropican666,11000,127600,2700000,652200,477400,421800,0,0,0,0
anneliese_lyrics,https://www.tiktok.com/@anneliese_lyrics,7483,8684,5849,5318,11000,5303,9238,5591,14700,19100
brainrot.collector,https://www.tiktok.com/@brainrot.collector,6500000,1100000,1700000,14100,14700,11400,439600,20700,15400,591800
brain_rot_meme,https://www.tiktok.com/@brain_rot_meme,2700000,4886,2216,1755,357300,3701,1493,3367,1925,1871
_tomatona_,https://www.tiktok.com/@_tomatona_,3500000,7200000,1300000,1243,14800,2312,20000,15600,1604,39100
boredlikeu,https://www.tiktok.com/@boredlikeu,4063,316,907,365,338,528,2940,2698,1658,469
frizz.xn,https://www.tiktok.com/@frizz.xn,5875,10600,1672,1379,1819,4339,32300,3283,4101,9757
hoangnamtien,https://www.tiktok.com/@hoangnamtien,9300000,5500000,3200000,4999,61400,333800,329900,853800,68300,79500
annefrank7151,https://www.tiktok.com/@annefrank7151,227400,0,0,0,0,0,0,0,0,0
rizzyrot,https://www.tiktok.com/@rizzyrot,48200,321200,606000,435600,633900,1000000,495500,118000,43300,462800
freak.nana,https://www.tiktok.com/@freak.nana,135600,758,205600,3481,4672,3780,2767,3049,1890,1328
nugat_edit,https://www.tiktok.com/@nugat_edit,469,309,351,359,361,363,354,566,851,726
faz_lobotomy,https://www.tiktok.com/@faz_lobotomy,1200000,527800,9441,278900,26200,153300,46700,96300,83800,460000
futzcats,https://www.tiktok.com/@futzcats,1900000,1700000,1700000,126000,2619,508600,8288,24100,3158,1022
rottted,https://www.tiktok.com/@rottted,610,7683,711400,8300000,12900,1100000,934000,1300000,171300,3400000
brainrotto,https://www.tiktok.com/@brainrotto,509000,361800,274100,27500,13800,59500,35400,182600,14500,124700
ric12224,https://www.tiktok.com/@ric12224,3500000,2776,2431,3468,3183,2708,4410,4011,3664,3310
luukiersel,https://www.tiktok.com/@luukiersel,27000000,0,0,0,0,0,0,0,0,0
louisgodfrey2,https://www.tiktok.com/@louisgodfrey2,11800000,9300000,7000000,134000,183400,894100,51700,575100,1100000,1700000
tori.segura,https://www.tiktok.com/@tori.segura,20700000,4200000,102900,97500,2500000,1800000,1100000,2900000,1400000,1700000
nexziz_sfx,https://www.tiktok.com/@nexziz_sfx,4600000,5800000,1070,294,526,1336,537,891,1136,2149
..adaax,https://www.tiktok.com/@..adaax,936800,128300,126200,651,621,525,2772,91000,1184,14000
chrisss.vfx,https://www.tiktok.com/@chrisss.vfx,74100,534200,3100000,738200,379700,664900,215600,308400,7700000,2000000
cherriems,https://www.tiktok.com/@cherriems,472500,5400000,979000,21100,477000,275200,18200,133800,15000,29900
iddics,https://www.tiktok.com/@iddics,57800,106200,458100,10900,5810,3849,9539,3292,456000,6082
mister.stop,https://www.tiktok.com/@mister.stop,717700,91900,270800,8075,21400,312900,114600,96900,22200,385800
themichaelbarrymore,https://www.tiktok.com/@themichaelbarrymore,946100,51200000,6600000,382500,355300,507000,305700,2900000,6500000,236600
brainrotquizde,https://www.tiktok.com/@brainrotquizde,350800,211900,2500000,1700000,4200000,3900000,4700000,2300000,10700000,863200
jostr.1,https://www.tiktok.com/@jostr.1,3795,6410,7244,731900,32900,72800,85700,78100,69500,2003
stefuriq,https://www.tiktok.com/@stefuriq,1230,28600,1800000,4812,3800,322000,3058,177500,2085,8849
yaruzi.aep,https://www.tiktok.com/@yaruzi.aep,4200000,2100000,144300,718200,24000,1500000,408100,17500,8460,378900
youtube.zzynic,https://www.tiktok.com/@youtube.zzynic,1300000,25200000,15100000,206600,25600,394000,19700,60700,16800,50500
jeirueu2,https://www.tiktok.com/@jeirueu2,340,387,371,361,447,359,440,391,382,395
number1sanddisliker,https://www.tiktok.com/@number1sanddisliker,284,9100000,0,0,0,0,0,0,0,0
asmrnirvana,https://www.tiktok.com/@asmrnirvana,14600000,2500000,1400000,1200000,2500000,1300000,1600000,3300000,2900000,2200000
jellyhouse,https://www.tiktok.com/@jellyhouse,12600000,6300000,4100000,23300,199200,351900,355800,31900,116600,51800
brainrotskibidi,https://www.tiktok.com/@brainrotskibidi,166800,33600,65900,69,271,304,223,302,221,345
pietnlos,https://www.tiktok.com/@pietnlos,6225,1250,784,1955,1920,2801,2907,556300,46100,9072
vraxen.vfx,https://www.tiktok.com/@vraxen.vfx,1900000,18400000,248500,1400000,1500000,454700,507300,15400,36600,52500
jojoasmr,https://www.tiktok.com/@jojoasmr,66300000,53000000,535500,2300000,3100000,2900000,2800000,1600000,2200000,1700000
st4r.all1,https://www.tiktok.com/@st4r.all1,636,9424,101500,3793,4311,1667,0,0,0,0
supersquids63,https://www.tiktok.com/@supersquids63,7375,22,0,0,0,0,0,0,0,0
alyssa.horne22,https://www.tiktok.com/@alyssa.horne22,1183,363,544,1491,528,296,582,335,278,550
user2755958427609,https://www.tiktok.com/@user2755958427609,73,987,59400,6114,836,753,475,0,0,0
empub_spam,https://www.tiktok.com/@empub_spam,4644,4779,32400,701,1001,5037,447,369,319,450
ilovefreaks697,https://www.tiktok.com/@ilovefreaks697,115200,0,0,0,0,0,0,0,0,0
black3white,https://www.tiktok.com/@black3white,199500,241700,282400,780,1343,331,5932,571,645,1135
gregorysaung26,https://www.tiktok.com/@gregorysaung26,1000000,1600000,333700,324,247,261,134300,1851,7755,1172
kofiandsam,https://www.tiktok.com/@kofiandsam,16000,9573,34200,108600,107200,225800,13400000,291200,473400,324700
tai2701,https://www.tiktok.com/@tai2701,17900,28700,227400,7000000,915100,818100,6800000,2500000,308700,2000000
solai27a,https://www.tiktok.com/@solai27a,5100000,5900000,6000000,2988,2172,493400,36100,420800,214200,25100
dn_shop79,https://www.tiktok.com/@dn_shop79,3600000,6000000,4600000,6151,5041,5773,6540,5510,8983,5428
hotgirldouyin00,https://www.tiktok.com/@hotgirldouyin00,1453,2602,2295,4703,2318,1300000,2357,0,0,0
4u.thuong,https://www.tiktok.com/@4u.thuong,8500000,4100000,6100000,6278,104700,6907,17100,119700,13300,12600
nhungtran121199,https://www.tiktok.com/@nhungtran121199,10100000,6400000,27700000,184,8227,12200,31400,139900,235300,20500
skybl26,https://www.tiktok.com/@skybl26,336200,672100,599,741,3501,3094,5316,6366,6645,7151
mamalindy,https://www.tiktok.com/@mamalindy,343200,505700,327200,7400000,279200,389500,371000,439800,4100000,401600
suydalin920,https://www.tiktok.com/@suydalin920,631400,225,659,859,417,1061,101200,1255,1222,13600
thuyha3380,https://www.tiktok.com/@thuyha3380,138,240,11700,999800,177500,6500000,20600,1800000,30400,25400
healing_mart,https://www.tiktok.com/@healing_mart,9200000,3167,8696,9975,5815,26900,7733,8058,9284,36600
h_any202,https://www.tiktok.com/@h_any202,5700000,15700000,10300000,6347,2301,4727,22200,13900,762200,74800
topxuhuong1ne,https://www.tiktok.com/@topxuhuong1ne,6500000,33400,28000,25400,25300,21900,19400,17100,18200,12800
cobaedit7,https://www.tiktok.com/@cobaedit7,37200,167400,170300,2237,7116,161200,16200,17900,24500,290600
phu_kien_nammm,https://www.tiktok.com/@phu_kien_nammm,139300,205700,2500000,11600,1249,998,1087,2002,1354,3565
antony_6688,https://www.tiktok.com/@antony_6688,50100000,37100000,3832,1815,13200,18900,7320,49100,22300,14000
cotien.tinker,https://www.tiktok.com/@cotien.tinker,11600000,25400000,11700000,41600,192200,27600,182500,152700,154500,84700
fccambodia4,https://www.tiktok.com/@fccambodia4,2700000,851000,37700000,9255,15900,35300,59500,24000,34700,280700
quicktips.88,https://www.tiktok.com/@quicktips.88,1400000,1489,1647,25000,4248,72900,2969,1971,2985,34600
memelandia.a,https://www.tiktok.com/@memelandia.a,656700,1600000,6700000,1724,1165,1319,1571,1036,989,1347
arjjuiofficial_9,https://www.tiktok.com/@arjjuiofficial_9,3248,349500,158600,285,941,919,655,1804,1260,1429
chang0000,https://www.tiktok.com/@chang0000,131700000,12700000,665800,516900,1400000,2500000,907700,3700000,1600000,5300000
camelie.eco,https://www.tiktok.com/@camelie.eco,3300000,1400000,6400000,1045,44100,4428,50400,7859,76300,16200
nhinhik006,https://www.tiktok.com/@nhinhik006,467100,231900,2943,1841,779,759,776,1381,1072,1407
classysexygirl198,https://www.tiktok.com/@classysexygirl198,69200,45700,24500,16600,10300,7091,4638,4252,3224,2483
shwsh.itb,https://www.tiktok.com/@shwsh.itb,2300000,2900000,1200000,18600,171000,37500,11300,9604,27600,14500
editoridolarnelvlog,https://www.tiktok.com/@editoridolarnelvlog,192,383,324,381,328,186,249,133,176,132
ongbutcute,https://www.tiktok.com/@ongbutcute,10100000,12200000,18200000,3242,880100,911100,819100,1300000,168800,649500
drsonofficial,https://www.tiktok.com/@drsonofficial,2500000,3500000,1700000,8425,7897,2774,11200,84200,15400,2642
5.min.science,https://www.tiktok.com/@5.min.science,109300,139600,27700,27500,44300,18700,18300,14500,14100,24400
maschar_,https://www.tiktok.com/@maschar_,3600000,1100000,157900,16700,84800,14400,244800,34900,39700,41300
heyisteacherv,https://www.tiktok.com/@heyisteacherv,2593,10700,21900,38500,26400,58200,28400,29000,22500,228900
truxbabie,https://www.tiktok.com/@truxbabie,1700000,3000000,974000,606,1166,3652,8676,325700,451600,1664
3chigaixinhdep_,https://www.tiktok.com/@3chigaixinhdep_,2100000,2500000,426000,22000,19400,28500,3833,47000,8735,25700
barkov88,https://www.tiktok.com/@barkov88,3700000,3400000,14900000,1244,2877,10500,8169,9441,36500,16800
bangkokpost.official,https://www.tiktok.com/@bangkokpost.official,1558,1540,14000,400,8047,1085,1285,151700,13900,13500000
melanie12266,https://www.tiktok.com/@melanie12266,5100000,46700000,11700000,14900,12000,13100,17300,39400,5722,10800
ellaandbenn,https://www.tiktok.com/@ellaandbenn,41600,153100,76100,201900,302700,137800,116800,241300,100000,60800
dayyan310,https://www.tiktok.com/@dayyan310,113,284,77,41,352,341,277,261,284,502
unilad,https://www.tiktok.com/@unilad,15900000,29600000,4400000,216300,25600,4396,53400,8170,510400,28600
jian_je,https://www.tiktok.com/@jian_je,50400,60900,395900,247,246,7107,3739,1951,1825,408
iammphachx,https://www.tiktok.com/@iammphachx,381400,12600,17100,1925,1687,14800,1650,1354,1689,5680
aendrollink93,https://www.tiktok.com/@aendrollink93,2493,440,249,8087,902,471,474,718,2850,1339
vlyn_vietlenynghia,https://www.tiktok.com/@vlyn_vietlenynghia,5500000,239600,4263,1133,4989,3004,4467,5078,5457,5744
badbie.official,https://www.tiktok.com/@badbie.official,545400,85000,88700,59200,58700,5860,221800,709600,83100,118500
akmancodm,https://www.tiktok.com/@akmancodm,2900000,1100000,881600,289600,479600,192000,513600,441400,393800,771500
lethimcookradio,https://www.tiktok.com/@lethimcookradio,2400000,2600000,921600,31800,4588,4022,49400,156600,8054,127600
larzito0001,https://www.tiktok.com/@larzito0001,493,8390,0,0,0,0,0,0,0,0
vexbolts,https://www.tiktok.com/@vexbolts,5500000,26900000,69800000,309200000,75000000,31600000,47400000,28800000,42500000,20900000
novannist,https://www.tiktok.com/@novannist,17200000,2000000,49300,1700000,1400000,553800,68200,6700000,39500,56100
twitchclipzz30,https://www.tiktok.com/@twitchclipzz30,35700,114500,128300,272,180,151,984,407,352,811
osamaramadanfarid,https://www.tiktok.com/@osamaramadanfarid,709300,19700000,14200000,3994,3136,93400,32100,16300,36600,54600
zainab.al.attar,https://www.tiktok.com/@zainab.al.attar,1000000,3700000,2800000,2113,1160,435,10700,26700,14300,1578
naturcenk,https://www.tiktok.com/@naturcenk,2300000,211200,33200000,618500,3500000,147800,91900,255600,193000,2000000
jarvqs,https://www.tiktok.com/@jarvqs,788,700,5009,267,255,316,675,219,1216,699
macronewsee,https://www.tiktok.com/@macronewsee,2151,2813,4088,12100,15700,17800,771800,23100,7296,6083
qwdshellz,https://www.tiktok.com/@qwdshellz,262900,1100000,657000,1281,1643,815,38700,1398,1209,1354
zengt67,https://www.tiktok.com/@zengt67,526400,280800,495,1287,2171,1384,2205,2845,5655,4431
mikito._,https://www.tiktok.com/@mikito._,111300,264200,18200,15900,28800,25100,342000,8637,308500,193500
notlavdysheva,https://www.tiktok.com/@notlavdysheva,2913,1480,3120,330000,6799,81100,5596,4509,5732,5444
courtneysnelll,https://www.tiktok.com/@courtneysnelll,8900000,2300000,1700000,2735,13000,60200,7384,3071,8749,11200
maytexmyers,https://www.tiktok.com/@maytexmyers,9900000,4600000,1242,526,701,3922,1093,2004,3625,1759
coffeeaddict_hey,https://www.tiktok.com/@coffeeaddict_hey,1300000,2400000,1400000,31100,7342,699800,609300,26400,506800,170000
nichole.burchett,https://www.tiktok.com/@nichole.burchett,426,408,844,594,5201,822,433,746,638,787
alysilverio,https://www.tiktok.com/@alysilverio,1545,4678,11200,127300,7488,3150,5396,53500,101200,18900
eyestheticsofficial,https://www.tiktok.com/@eyestheticsofficial,5200000,4600000,4000000,469,1027,972,1426,42600,662,1556
bellewluxe,https://www.tiktok.com/@bellewluxe,38800,133000,69400,2062,1560,306000,42000,13400,26300,7938
yuna.batmunkh,https://www.tiktok.com/@yuna.batmunkh,1300000,1100000,1700000,767,2104,5448,16900,20200,1100000,6373
vanilla_swirlxx,https://www.tiktok.com/@vanilla_swirlxx,6100000,4300000,9700000,146600,24000,73300,24100,99700,201900,66400
southernwestsunshine,https://www.tiktok.com/@southernwestsunshine,62600,74500,44000,145000,33300,70000,95900,24900,452700,78300
georggiinnaa_,https://www.tiktok.com/@georggiinnaa_,120700,162000,523700,957,1367,5130,1900,68700,2564,3453
selinadasilvaa,https://www.tiktok.com/@selinadasilvaa,4700000,1900000,6400000,78500,123900,198700,561800,153600,248400,374900
lexfiish,https://www.tiktok.com/@lexfiish,4600000,112900,556900,439,1182,1103,974,1020,1136,6738
sarahtrindadet,https://www.tiktok.com/@sarahtrindadet,332500,365600,2200000,8111,1125,3948,2537,8451,4103,51200
simvirkkkk,https://www.tiktok.com/@simvirkkkk,1910,1360,599,466,6534,596,945,850,998,933
yeshipolitoo,https://www.tiktok.com/@yeshipolitoo,1600000,1900000,76400,232100,1300000,393300,64800,21600,24400,23300
_miche15,https://www.tiktok.com/@_miche15,8478,5185,1635,850,465,5521,515,159,706,544
sophiefostre,https://www.tiktok.com/@sophiefostre,240800,412400,408700,161300,221100,11800,49100,114200,9558,72400
jasmintea_,https://www.tiktok.com/@jasmintea_,709200,264800,36200,897,2003,446,2115,663,993,643
nicolleslooks,https://www.tiktok.com/@nicolleslooks,1074,397,413,338,471,301,918,526,431,486
kitsch,https://www.tiktok.com/@kitsch,1398,4326,7510,4361,16700,3658,12000,8729,11000,6656
itzamelika,https://www.tiktok.com/@itzamelika,111100,85800,4400000,1889,5906,4945,4171,4982,4691,9495
hayleybuix,https://www.tiktok.com/@hayleybuix,28600000,26700000,29200000,20700,56400,23800,1600000,192200,44100,21700
commoderyskinco,https://www.tiktok.com/@commoderyskinco,77100,233800,8257,6690,11700,5624,152700,12200,8631,8817
christifritz,https://www.tiktok.com/@christifritz,2300000,1200000,4400000,52900,146600,36400,58500,770400,525600,1200000
leanne_page,https://www.tiktok.com/@leanne_page,74500,10800,54100,78400,174900,18100,529500,29100,32700,153900
nyahgsparkes,https://www.tiktok.com/@nyahgsparkes,1300000,220300,18600,362,402,656,662,784,869,1198
ellejamesmakeup,https://www.tiktok.com/@ellejamesmakeup,3000000,26300,2779,14500,55200,7537,13800,6920,8344,178900
madisons.16,https://www.tiktok.com/@madisons.16,219100,124800,201200,140100,187100,3100000,149300,407600,795300,417500
misspeytonsmith,https://www.tiktok.com/@misspeytonsmith,363,2451,5534,5383,11200,6959,60100,5977,1100000,10200000
natvnk,https://www.tiktok.com/@natvnk,313600,22300,5683,6032,5718,2317,4793,226800,4265,2267
itscasuallyhannah,https://www.tiktok.com/@itscasuallyhannah,295100,74600,9006,4673,8976,5958,12100,7168,5150,7293
michaela.berdaga,https://www.tiktok.com/@michaela.berdaga,2400000,11200000,1914,7281,4064,3589,1600000,18500,11300,27800
emmarie_lane,https://www.tiktok.com/@emmarie_lane,475700,662700,1900000,81000,102100,20100,52900,19900,23300,46100
valdailyvids,https://www.tiktok.com/@valdailyvids,1441,1506,1868,2465,2209,1877,1664,1535,2613,1060
graciexjamess,https://www.tiktok.com/@graciexjamess,1140,1538,1615,1700,753100,6211,1123,1228,1071,919
natashajanewood,https://www.tiktok.com/@natashajanewood,18000000,50000000,13300000,6468,3556,13700,17600,165000,86100,51100
nancychel,https://www.tiktok.com/@nancychel,1400000,15600000,17100000,1056,1014,1090,836,1291,838,728
jodiedanielsx,https://www.tiktok.com/@jodiedanielsx,421,413,3163,895,378,443,993,370,708,1197
elden.brady,https://www.tiktok.com/@elden.brady,9800000,7000000,6100000,226400,9656,6170,9541,7360,13800,7811
drdanielescalhao,https://www.tiktok.com/@drdanielescalhao,4730,732,857,441,46300,0,0,0,0,0
madddnot,https://www.tiktok.com/@madddnot,285300,4655,78300,20200,22000,25400,69700,74100,200600,28600
eryca.jade,https://www.tiktok.com/@eryca.jade,26200,7263,21200,263,314,210,292,400,402,427
lifestyledbyamanda,https://www.tiktok.com/@lifestyledbyamanda,305,281,280,377,331,285,277,108,275,320
ju._.deee,https://www.tiktok.com/@ju._.deee,930,506,987,897,944,852,1013,1096,1318,321
sandy.joung,https://www.tiktok.com/@sandy.joung,6199,1417,1036,2131,1567,1825,1945,1799,2196,1432
demurebeauty.gy,https://www.tiktok.com/@demurebeauty.gy,1110,851,939,857,1389,24200,994,5258,821,966
natan.kamla,https://www.tiktok.com/@natan.kamla,17100000,9400000,7100000,18600,58800,14700,6938,40100,7347,13700
isabellasbeautyfinds,https://www.tiktok.com/@isabellasbeautyfinds,11700,19800,12000,27600,27800,15300,30600,42800,15100,38400
seoulbeautyglobal,https://www.tiktok.com/@seoulbeautyglobal,732,47400,828,408,604,938,1000,965,8456,6014
angelinadhuman0,https://www.tiktok.com/@angelinadhuman0,0,0,0,0,0,0,0,0,0,0
ryun_beauty,https://www.tiktok.com/@ryun_beauty,1400000,1200000,905700,340,361,378,606,531,401,577
annabellejoy11,https://www.tiktok.com/@annabellejoy11,437900,67400,76200,406,762,62800,2481,595,499,637
denniskwan76,https://www.tiktok.com/@denniskwan76,206,135,1050,5768,5286,6075,6046,6277,8475,5836
flawlessgod,https://www.tiktok.com/@flawlessgod,1934,219,219,431,502,450,317,1367,431,1325
sweetskin96926355,https://www.tiktok.com/@sweetskin96926355,6555,494,896,655,1553,459,579,770,0,0
bootsuk,https://www.tiktok.com/@bootsuk,9700,1279,855,1104,1135,3136,2263,1754,1323,6223
exclusiveweddings,https://www.tiktok.com/@exclusiveweddings,26100,5870,15700,2028,1220,37600,1266,2637,1288,1614
elsiemejia639,https://www.tiktok.com/@elsiemejia639,12200,29100,134800,47,162,134,107,145,111,186
larimor_fragrances,https://www.tiktok.com/@larimor_fragrances,2066,26500,129700,1671,1638,16600,1776,1555,1606,1518
lonestarvikingwarrior,https://www.tiktok.com/@lonestarvikingwarrior,123,124,109,142,106,185,38,652,698,1142
pendorascents_idn,https://www.tiktok.com/@pendorascents_idn,0,453,726,477,479,1163,1004,910,604,1177
junglabeautyoficial,https://www.tiktok.com/@junglabeautyoficial,13800,25700,152400,2679,151900,65600,5304,5527,3683,96600
meenyaseu,https://www.tiktok.com/@meenyaseu,466000,24800,41100,2552,7039,22400,10100,5564,3711,3939
cabrincorry,https://www.tiktok.com/@cabrincorry,20100,19600,174200,812,470,682,505,759,430,831
brokeadultgirl,https://www.tiktok.com/@brokeadultgirl,132000,3400000,2146,747,1115,874,789,9265,2522,795
sunnydahye_,https://www.tiktok.com/@sunnydahye_,6853,320600,54800,136500,94900,255900,357700,339600,159900,263200
s.ophiegracee,https://www.tiktok.com/@s.ophiegracee,19400000,429800,22400,15900,10200,22300,211500,1500000,360500,2900000
caspertheghostyy,https://www.tiktok.com/@caspertheghostyy,2300000,9600000,15200,20700,28200,73500,80500,17300,29800,124700
jocelynjx,https://www.tiktok.com/@jocelynjx,8300000,3800000,393300,41200,355700,506200,1300000,159800,91600,28300
taontm,https://www.tiktok.com/@taontm,12800,430600,91400,1100000,16200,72800,248300,1400000,65300,118200
mimiermakeup,https://www.tiktok.com/@mimiermakeup,33000,317800,333600,678500,361300,465400,289300,553100,2200000,2800000
josiezhou1028,https://www.tiktok.com/@josiezhou1028,17600,19200000,7200000,1472,2871,3063,2416,14000,5620,7799
cisukeik,https://www.tiktok.com/@cisukeik,1100000,9400000,1800000,419,1105,1028,1002,1038,10100,1592
vialuviv,https://www.tiktok.com/@vialuviv,2515,1483,889,777,1077,451,200,5531,454,692
ju1iama,https://www.tiktok.com/@ju1iama,2200000,1100000,5200000,61600,99000,188700,172200,232400,173900,254400
ellasheflowers,https://www.tiktok.com/@ellasheflowers,5300000,6900000,9400000,528,467,448,463,338,549,763
chiutips,https://www.tiktok.com/@chiutips,1300000,2900000,2100000,3605,412400,2835,6037,1916,6150,12100
amyflamy1,https://www.tiktok.com/@amyflamy1,20700000,32000000,46600000,432300,443700,1100000,4700000,779000,725700,1200000
kelly_kim_,https://www.tiktok.com/@kelly_kim_,561200,147100,688900,44100,131900,37900,15800,17600,34300,21000
sunofluck,https://www.tiktok.com/@sunofluck,16100000,271200,6981,17200,6169,7924,5326,50500,7832,11300
itsalyssaskins,https://www.tiktok.com/@itsalyssaskins,192900,5700000,2124,360,539,368,662,2950,1232,327
jasminewiljono,https://www.tiktok.com/@jasminewiljono,490,594,1900,393,1422,10600,25700,3606,8702,3988
cleviant.official,https://www.tiktok.com/@cleviant.official,0,8100000,8100000,772600,18400,6151,9741,13700,9959,60700
itsdarynne,https://www.tiktok.com/@itsdarynne,16100,19600,17200,177,524,758,583,2611,1621,1137
keejsihoxha,https://www.tiktok.com/@keejsihoxha,1500000,1125,13500,2918,2907,1719,9340,53300,5296,3047
tartecosmetics,https://www.tiktok.com/@tartecosmetics,5711,36500,27400,2583,1927,13200,10500,7562,8119,8765
tatlafata,https://www.tiktok.com/@tatlafata,74600,1400000,63900,279400,76300,119100,405500,260900,117900,79100
nata_fabian,https://www.tiktok.com/@nata_fabian,5000000,22400000,2400000,4561,3821,4047,3938,19300,7034,24200
josymariee,https://www.tiktok.com/@josymariee,87300,281500,840900,10800,11600,9622,24700,11300,22800,34300
delpaanjurii,https://www.tiktok.com/@delpaanjurii,9300000,4400000,157100,18600,420400,222000,59300,89200,284700,1500000
bellarmrz,https://www.tiktok.com/@bellarmrz,278300,9743,64400,39400,44700,13600,81300,129300,55300,294700
lifeofshauni,https://www.tiktok.com/@lifeofshauni,190600,9459,49200,503500,915700,18700,78300,30100,229500,171000
yunchenuu,https://www.tiktok.com/@yunchenuu,10500000,10200000,12900000,4565,5094,6842,27400,16000,21400,21300
kyliekillzzzz,https://www.tiktok.com/@kyliekillzzzz,293000,68400,48100,1300000,322500,578800,95500,194000,261000,123800
grasyasbudol,https://www.tiktok.com/@grasyasbudol,189,213,671,803,583,77,354,349,491,350
rieslyrn,https://www.tiktok.com/@rieslyrn,2100000,268400,437,693,460,8051,653,656,446,491
mian_makeup_,https://www.tiktok.com/@mian_makeup_,25300,479800,128200,1100000,169500,38900,145400,329300,71900,359300
rzfany_,https://www.tiktok.com/@rzfany_,283800,3200000,5500000,57200,261500,71500,56800,40900,43700,207400
bby.rhiana,https://www.tiktok.com/@bby.rhiana,1061,1676,3119,6388,4144,20800,4904,2422,2095,2664
janlaurenbeauty,https://www.tiktok.com/@janlaurenbeauty,451900,1100000,2600000,10600,9264,9636,8035,8163,7045,8471
felongkarina,https://www.tiktok.com/@felongkarina,9400000,2100000,4100000,1087,1952,1047,6229,2778,2085,9631
meowrisa_,https://www.tiktok.com/@meowrisa_,2519,11200,5351,3495,14400,77800,1839,2303,2527,3761
